wind_speed,temperature,wind_direction,relative_humidity,time,precipitation,week_of_year
0.0,-6.9,3.0,85.0,2016-01-03 19:00:00,0.0,1
0.0,-7.3,3.0,88.0,2016-01-03 20:00:00,0.0,1
0.0,-7.7,3.0,88.0,2016-01-03 21:00:00,0.0,1
0.0,-7.5,3.0,94.0,2016-01-03 22:00:00,0.0,1
0.0,-6.9,3.0,95.0,2016-01-03 23:00:00,0.0,1
0.0,-6.5,3.0,95.0,2016-01-04 00:00:00,0.0,1
0.0,-6.3,3.0,93.0,2016-01-04 01:00:00,0.0,1
0.0,-6.4,3.0,91.0,2016-01-04 02:00:00,0.0,1
0.0,-7.0,3.0,88.0,2016-01-04 03:00:00,0.0,1
0.0,-7.0,3.0,94.0,2016-01-04 04:00:00,0.0,1
0.0,-7.5,3.0,90.0,2016-01-04 05:00:00,0.0,1
0.0,-8.7,3.0,91.0,2016-01-04 06:00:00,0.0,1
0.0,-9.8,3.0,90.0,2016-01-04 07:00:00,0.0,1
0.0,-9.0,3.0,98.0,2016-01-04 08:00:00,0.0,1
0.0,-7.2,3.0,100.0,2016-01-04 09:00:00,0.0,1
0.0,-5.9,3.0,100.0,2016-01-04 10:00:00,0.0,1
0.0,0.1,3.0,95.0,2016-01-04 11:00:00,0.2,1
0.0,2.2,2.0,59.0,2016-01-04 12:00:00,1.4,1
0.0,1.8,2.0,59.0,2016-01-04 13:00:00,0.4,1
0.0,4.0,2.0,50.0,2016-01-04 14:00:00,0.4,1
0.0,2.2,2.0,59.0,2016-01-04 15:00:00,0.0,1
0.0,-1.1,2.0,66.0,2016-01-04 16:00:00,0.0,1
0.0,-3.7,3.0,78.0,2016-01-04 17:00:00,0.0,1
0.0,-4.7,3.0,86.0,2016-01-04 18:00:00,0.0,1
0.0,-4.4,3.0,92.0,2016-01-04 19:00:00,0.0,1
0.0,-4.3,3.0,90.0,2016-01-04 20:00:00,0.0,1
0.0,-4.3,3.0,90.0,2016-01-04 21:00:00,0.0,1
0.0,-4.0,3.0,89.0,2016-01-04 22:00:00,0.0,1
0.0,-3.9,3.0,89.0,2016-01-04 23:00:00,0.0,1
0.0,-3.8,3.0,90.0,2016-01-05 00:00:00,0.0,1
0.0,-4.2,3.0,91.0,2016-01-05 01:00:00,0.0,1
0.0,-3.1,3.0,93.0,2016-01-05 02:00:00,0.0,1
0.0,-2.9,3.0,90.0,2016-01-05 03:00:00,0.0,1
0.0,-2.9,3.0,92.0,2016-01-05 04:00:00,0.0,1
0.0,-2.6,3.0,90.0,2016-01-05 05:00:00,0.0,1
0.0,-3.0,3.0,90.0,2016-01-05 06:00:00,0.0,1
0.0,-3.2,3.0,91.0,2016-01-05 07:00:00,0.0,1
0.0,-2.8,3.0,94.0,2016-01-05 08:00:00,0.0,1
0.0,-2.1,3.0,91.0,2016-01-05 09:00:00,0.0,1
0.0,-0.6,3.0,85.0,2016-01-05 10:00:00,0.0,1
0.0,0.8,3.0,78.0,2016-01-05 11:00:00,0.0,1
0.0,4.3,2.0,64.0,2016-01-05 12:00:00,0.0,1
0.0,4.7,2.0,60.0,2016-01-05 13:00:00,0.4,1
0.0,2.6,2.0,69.0,2016-01-05 14:00:00,0.0,1
0.0,1.9,2.0,73.0,2016-01-05 15:00:00,0.0,1
0.0,1.0,2.0,76.0,2016-01-05 16:00:00,0.0,1
0.0,-0.1,2.0,81.0,2016-01-05 17:00:00,0.0,1
0.0,-1.0,3.0,88.0,2016-01-05 18:00:00,0.0,1
0.0,-1.3,3.0,91.0,2016-01-05 19:00:00,0.0,1
0.0,-1.5,3.0,93.0,2016-01-05 20:00:00,0.0,1
0.0,-1.7,3.0,93.0,2016-01-05 21:00:00,0.0,1
0.0,-1.6,3.0,93.0,2016-01-05 22:00:00,0.0,1
0.0,-1.8,3.0,93.0,2016-01-05 23:00:00,0.0,1
0.0,-1.8,3.0,94.0,2016-01-06 00:00:00,0.0,1
0.0,-1.8,3.0,93.0,2016-01-06 01:00:00,0.0,1
0.0,-1.8,3.0,93.0,2016-01-06 02:00:00,0.0,1
0.0,-1.8,3.0,92.0,2016-01-06 03:00:00,0.0,1
0.0,-1.9,3.0,91.0,2016-01-06 04:00:00,0.0,1
0.0,-1.3,3.0,90.0,2016-01-06 05:00:00,0.0,1
0.0,-1.4,3.0,89.0,2016-01-06 06:00:00,0.0,1
0.0,-1.5,3.0,84.0,2016-01-06 07:00:00,0.0,1
0.0,-2.3,3.0,88.0,2016-01-06 08:00:00,0.0,1
0.0,-1.6,3.0,88.0,2016-01-06 09:00:00,0.0,1
0.0,-0.7,3.0,83.0,2016-01-06 10:00:00,0.0,1
0.0,7.7,2.0,49.0,2016-01-06 11:00:00,0.4,1
0.0,13.6,1.0,35.0,2016-01-06 12:00:00,0.0,1
0.0,15.1,1.0,31.0,2016-01-06 13:00:00,0.0,1
0.0,13.5,1.0,33.0,2016-01-06 14:00:00,0.0,1
0.0,12.3,1.0,36.0,2016-01-06 15:00:00,0.0,1
0.0,10.1,1.0,38.0,2016-01-06 16:00:00,0.0,1
0.0,2.3,2.0,61.0,2016-01-06 17:00:00,0.0,1
0.0,-0.6,2.0,77.0,2016-01-06 18:00:00,0.0,1
0.0,-1.5,3.0,84.0,2016-01-06 19:00:00,0.0,1
0.0,-2.2,3.0,86.0,2016-01-06 20:00:00,0.0,1
0.0,-3.0,3.0,87.0,2016-01-06 21:00:00,0.0,1
0.0,-3.5,3.0,88.0,2016-01-06 22:00:00,0.0,1
0.0,-3.4,3.0,90.0,2016-01-06 23:00:00,0.0,1
0.0,-3.3,3.0,92.0,2016-01-07 00:00:00,0.0,1
0.0,-3.3,3.0,93.0,2016-01-07 01:00:00,0.0,1
0.0,-3.4,3.0,93.0,2016-01-07 02:00:00,0.0,1
0.0,-3.4,3.0,94.0,2016-01-07 03:00:00,0.0,1
0.0,-3.4,3.0,95.0,2016-01-07 04:00:00,0.0,1
0.0,-3.4,3.0,95.0,2016-01-07 05:00:00,0.0,1
0.0,-3.6,3.0,95.0,2016-01-07 06:00:00,0.0,1
0.0,-3.8,3.0,95.0,2016-01-07 07:00:00,0.0,1
0.0,-3.8,3.0,96.0,2016-01-07 08:00:00,0.0,1
0.0,-3.4,3.0,97.0,2016-01-07 09:00:00,0.0,1
0.0,-2.0,3.0,98.0,2016-01-07 10:00:00,0.0,1
0.0,-0.4,3.0,91.0,2016-01-07 11:00:00,0.0,1
0.0,0.0,3.0,87.0,2016-01-07 12:00:00,0.0,1
0.0,0.8,2.0,83.0,2016-01-07 13:00:00,0.0,1
0.0,1.4,2.0,79.0,2016-01-07 14:00:00,0.0,1
0.0,0.7,2.0,79.0,2016-01-07 15:00:00,0.0,1
0.0,-0.5,3.0,81.0,2016-01-07 16:00:00,0.0,1
0.0,-2.1,3.0,83.0,2016-01-07 17:00:00,0.0,1
0.0,-3.1,3.0,89.0,2016-01-07 18:00:00,0.0,1
0.0,-3.4,3.0,92.0,2016-01-07 19:00:00,0.0,1
0.0,-3.6,3.0,93.0,2016-01-07 20:00:00,0.0,1
0.0,-3.8,3.0,94.0,2016-01-07 21:00:00,0.0,1
0.0,-3.9,3.0,94.0,2016-01-07 22:00:00,0.0,1
0.0,-4.1,3.0,95.0,2016-01-07 23:00:00,0.0,1
