WDIR_VECT,TEMP_MEAN,WSPD_SCLR,time,avg_air_temp_pst1hr,week_of_year
0.0, None, None,2021-09-26 12:00:00, None,39
0.0, None, None,2021-09-26 13:00:00, None,39
0.0, None, None,2021-09-26 14:00:00, None,39
0.0, None, None,2021-09-26 15:00:00, None,39
0.0, None, None,2021-09-26 16:00:00, None,39
0.0, None, None,2021-09-26 17:00:00, None,39
0.0, None, None,2021-09-26 18:00:00, None,39
0.0, None, None,2021-09-26 19:00:00, None,39
0.0, None, None,2021-09-26 20:00:00, None,39
0.0, None, None,2021-09-26 21:00:00, None,39
0.0, None, None,2021-09-26 22:00:00, None,39
0.0, None, None,2021-09-26 23:00:00, None,39
0.0, None, None,2021-09-27 00:00:00, None,39
0.0, None, None,2021-09-27 01:00:00, None,39
0.0, None, None,2021-09-27 02:00:00, None,39
0.0, None, None,2021-09-27 03:00:00, None,39
0.0, None, None,2021-09-27 04:00:00, None,39
0.0, None, None,2021-09-27 05:00:00, None,39
0.0, None, None,2021-09-27 06:00:00, None,39
0.0, None, None,2021-09-27 07:00:00, None,39
0.0, None, None,2021-09-27 08:00:00, None,39
0.0, None, None,2021-09-27 09:00:00, None,39
0.0, None, None,2021-09-27 10:00:00, None,39
0.0, None, None,2021-09-27 11:00:00, None,39
0.0, None, None,2021-09-27 12:00:00, None,39
0.0, None, None,2021-09-27 13:00:00, None,39
0.0, None, None,2021-09-27 14:00:00, None,39
0.0, None, None,2021-09-27 15:00:00, None,39
0.0, None, None,2021-09-27 16:00:00, None,39
0.0, None, None,2021-09-27 17:00:00, None,39
0.0, None, None,2021-09-27 18:00:00, None,39
0.0, None, None,2021-09-27 19:00:00, None,39
0.0, None, None,2021-09-27 20:00:00, None,39
0.0, None, None,2021-09-27 21:00:00, None,39
0.0, None, None,2021-09-27 22:00:00, None,39
0.0, None, None,2021-09-27 23:00:00, None,39
0.0, None, None,2021-09-28 00:00:00, None,39
0.0, None, None,2021-09-28 01:00:00, None,39
0.0, None, None,2021-09-28 02:00:00, None,39
0.0, None, None,2021-09-28 03:00:00, None,39
0.0, None, None,2021-09-28 04:00:00, None,39
0.0, None, None,2021-09-28 05:00:00, None,39
0.0, None, None,2021-09-28 06:00:00, None,39
0.0, None, None,2021-09-28 07:00:00, None,39
0.0, None, None,2021-09-28 08:00:00, None,39
0.0, None, None,2021-09-28 09:00:00, None,39
0.0, None, None,2021-09-28 10:00:00, None,39
0.0, None, None,2021-09-28 11:00:00, None,39
0.0, None, None,2021-09-28 12:00:00, None,39
0.0, None, None,2021-09-28 13:00:00, None,39
0.0, None, None,2021-09-28 14:00:00, None,39
0.0, None, None,2021-09-28 15:00:00, None,39
0.0, None, None,2021-09-28 16:00:00, None,39
0.0, None, None,2021-09-28 17:00:00, None,39
0.0, None, None,2021-09-28 18:00:00, None,39
0.0, None, None,2021-09-28 19:00:00, None,39
0.0, None, None,2021-09-28 20:00:00, None,39
0.0, None, None,2021-09-28 21:00:00, None,39
0.0, None, None,2021-09-28 22:00:00, None,39
0.0, None, None,2021-09-28 23:00:00, None,39
0.0, None, None,2021-09-29 00:00:00, None,39
0.0, None, None,2021-09-29 01:00:00, None,39
0.0, None, None,2021-09-29 02:00:00, None,39
0.0, None, None,2021-09-29 03:00:00, None,39
0.0, None, None,2021-09-29 04:00:00, None,39
0.0, None, None,2021-09-29 05:00:00, None,39
0.0, None, None,2021-09-29 06:00:00, None,39
0.0, None, None,2021-09-29 07:00:00, None,39
0.0, None, None,2021-09-29 08:00:00, None,39
0.0, None, None,2021-09-29 09:00:00, None,39
0.0, None, None,2021-09-29 10:00:00, None,39
0.0, None, None,2021-09-29 11:00:00, None,39
0.0, None, None,2021-09-29 12:00:00, None,39
0.0, None, None,2021-09-29 13:00:00, None,39
0.0, None, None,2021-09-29 14:00:00, None,39
0.0, None, None,2021-09-29 15:00:00, None,39
0.0, None, None,2021-09-29 16:00:00, None,39
0.0, None, None,2021-09-29 17:00:00, None,39
0.0, None, None,2021-09-29 18:00:00, None,39
0.0, None, None,2021-09-29 19:00:00, None,39
0.0, None, None,2021-09-29 20:00:00, None,39
0.0, None, None,2021-09-29 21:00:00, None,39
0.0, None, None,2021-09-29 22:00:00, None,39
0.0, None, None,2021-09-29 23:00:00, None,39
0.0, None, None,2021-09-30 00:00:00, None,39
0.0, None, None,2021-09-30 01:00:00, None,39
0.0, None, None,2021-09-30 02:00:00, None,39
0.0, None, None,2021-09-30 03:00:00, None,39
0.0, None, None,2021-09-30 04:00:00, None,39
0.0, None, None,2021-09-30 05:00:00, None,39
0.0, None, None,2021-09-30 06:00:00, None,39
0.0, None, None,2021-09-30 07:00:00, None,39
0.0, None, None,2021-09-30 08:00:00, None,39
0.0, None, None,2021-09-30 09:00:00, None,39
0.0, None, None,2021-09-30 10:00:00, None,39
0.0, None, None,2021-09-30 11:00:00, None,39
0.0, None, None,2021-09-30 12:00:00, None,39
0.0, None, None,2021-09-30 13:00:00, None,39
0.0, None, None,2021-09-30 14:00:00, None,39
0.0, None, None,2021-09-30 15:00:00, None,39
0.0, None, None,2021-09-30 16:00:00, None,39
0.0, None, None,2021-09-30 17:00:00, None,39
0.0, None, None,2021-09-30 18:00:00, None,39
0.0, None, None,2021-09-30 19:00:00, None,39
0.0, None, None,2021-09-30 20:00:00, None,39
0.0, None, None,2021-09-30 21:00:00, None,39
0.0, None, None,2021-09-30 22:00:00, None,39
0.0, None, None,2021-09-30 23:00:00, None,39
